,id,common_name,binomial,category,order,family,colour1,colour2,colour3,min_length,max_length,min_weight,max_weight,voice,descriptions,diet,sources,vic,nsw,qld,act,nt,sa,tas,wa
56,132,Broad-billed prion,Pachyptila vittata,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,blue-grey,white,,25.0,30.0,190.0,210.0,,"DE  L’OISEAU: 
Biometrics: 
    Length: 28 cm
    Wingspan:  57-66 cm
    Weight:  200 gr (in average)",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A  Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett  Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
Avibase (Denis Lepage) 
BirdLife International 
HBW Alive 
New Zealand Birds Online  
New Zealand birds and birding (Narena Olliver)  
Wikipedia, the free encyclopaedia 
Burrow competition between Chatham  petrels and broad-billed prions  
By  Phillipa Gardner & Kerry-Jayne Wilson",1.0,1.0,1.0,,,1.0,1.0,1.0
57,134,Antarctic prion,Pachyptila desolata,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,blue-grey,white,,25.0,28.0,140.0,160.0,,"Biometrics: 
    Length:  25-28 cm
    Wingspan:  58-66 cm
    Weight:  150 g in average, but it may vary from 115 to 183 g.
The adult  has blue-grey to grey upperparts with narrow but conspicuous blackish M across the  upperwing. The uppertail is grey to blue-grey with broad black tip. 
    The underparts  are white, including underwing and undertail, except a dark area on central  rectrices. The thighs are mostly grey. 
On the  head, forehead and crown are darker grey. We can see a dusky eye-stripe. Supercilium,  lores to cheek and lower face are white, whereas the neck-sides are blue-grey. 
    The broad  bill is blue-grey with black culmen. The upper mandible is fringed with  lamellae (comb-like filters) not visible when the bill is closed. The eyes are blackish.  Legs and webbed feet are blue to grey, with pinkish tinge on the webs. 
Both adults  are similar. 
    The juvenile  resembles adult. Prior to the moult, the bleached upperwing with browner  M-shaped marking becomes patchily white.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A  Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett  Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
Australian Antarctic Division: Leading Australia's Antarctic Program 
New Zealand birds and birding (Narena Olliver)  
Biodiversity Explorer – The Web of  Life in Southern Africa 
PLANETOFBIRDS.COM 
Wikipedia, the free encyclopaedia 
HBW Alive 
 
Home  page 
Page family Procellariidae
Summary Cards",1.0,1.0,1.0,,,1.0,1.0,1.0
58,135,Slender-billed prion,Pachyptila belcheri,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,blue-grey,white,,25.0,28.0,112.0,192.0,,"Thin-billed Prion
Pachyptila belcheri
Procellariiformes Order – Procellariidae family
INTRODUCTION:
    The Slender-billed  Prion is very similar to the five other species of genus Pachyptila. It is a  very typical prion with the dark M-shaped pattern across the upperwing. This species  is common in Southern Ocean and breeds on subantarctic islands where it nests  in burrow on coastal slopes. It is gregarious while feeding at sea at abundant food  sources. They breed colonially and are monogamous.
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  25-28 cm
    Wingspan:  56 cm
    Weight:  145 g
The adult  has pale grey to pale grey-blue upperparts including wings and tail, slightly  darker on forehead and crown. The upperwing has a transversal dark M from  wingtip to wingtip. The uppertail is paler on sides, with black band on central  tips. 
    The underparts  are entirely white including underwing and undertail, except the dark area on  central rectrices.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A  Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett  Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
ARKive (Christopher Parsons)  
Department of Sustainability, Environment,  Water, Population and Communities 
New Zealand Birds Online  
PLANETOFBIRDS.COM 
New Zealand birds and birding (Narena Olliver)  
Wikipedia, the  free encyclopaedia 
HBW Alive
 
Home  page 
Page family Procellariidae
Summary Cards",1.0,1.0,1.0,,,1.0,1.0,1.0
59,136,Fairy prion,Pachyptila turtur,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,blue-grey,white,,23.0,28.0,90.0,175.0,,"urtur
Procellariiformes Order – Procellariidae Family
INTRODUCTION:
    The Fairy  Prion is the smallest species of the genus Pachyptila and shows the  characteristic blackish M on the upperwings. 
    It is  found in the Southern Ocean. It breeds in colonies and nests in burrows or rock  crevices, usually on small islands. 
    The name  of this species comes from its most typical call, a faint coo fairly similar to  that of some doves. 
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  23-28 cm
    Wingspan:  56-60 cm
    Weight:  90-175 gr
The adult  has pale blue-grey upperparts, with the typical blackish M-shaped pattern across  the upperwing, and a broad, black terminal tail band. The outer rectrices are  whitish. 
    The underparts  are white, including underwing and undertail, but the blackish terminal band is  visible.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A  Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett  Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
Department of Sustainability,  Environment, Water, Population and Communities 
New Zealand Birds Online  
Wikipedia, the free encyclopaedia 
New Zealand birds and birding (Narena Olliver)  
ARKive (Christopher Parsons)  
PLANETOFBIRDS.COM 
HBW Alive 
 
Home  page 
Page family Procellariidae
Summary Cards",1.0,1.0,1.0,,,1.0,1.0,1.0
60,138,White-chinned petrel,Procellaria aequinoctialis,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,black,,,51.0,58.0,1020.0,1420.0,,The White-chinned  Petrel is marine and pelagic. This species is one of the largest petrels. It nests  in burrows in colonies.,"The White-chinned  Petrel feeds on cephalopods (Histiotenthis and Kondakovia), fish and  crustaceans. 
    It also follows  the ships for offal and refuse.","HANDBOOK OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
Avibase (Lepage Denis) 
BirdLife  International (BirdLife International) 
ARKive (Christopher Parsons) 
Wildlife  in the Falkland Islands
Wikipedia, the free encyclopaedia",1.0,1.0,1.0,,,1.0,1.0,1.0
61,139,Westland petrel,Procellaria westlandica,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,black,,,50.0,55.0,800.0,1200.0,,"ria westlandica
Procellariiformes Order – Procellariidae Family
INTRODUCTION: 
    The Westland  Petrel is one of the few petrels still breeding on New Zealand mainland. Although  being the largest burrowing petrel, this species is vulnerable to introduced  dogs and cats, and also stoats and rats, whereas pigs destroy the nesting burrows. 
    The Westland  Petrel suffered heavy degradation of the habitat due to human activities. However,  it inhabits much of the same breeding range as it did formerly, prior to human  habitations. This species is endemic to New Zealand.  
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  50-55 cm
    Wingspan:  135-140 cm
    Weight:  800-1200 g
The adult  has sooty-black plumage overall, including head and neck which are often  darker. However, a few birds may have some odd white feathers. 
    On the  underwing, the bases of primaries and coverts are greyer and slightly paler. 
    The bill  is ivory to pale yellowish, with blackish culmen and tips of both mandibles. The  eyes are dark brown. Legs and webbed feet are blackish. 
    Male and  female have similar appearance.
    The juvenile  resembles adult but it has whiter bill.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
New Zealand birds and birding (Narena Olliver)  
New Zealand bird status between 2008  and 2012 
Department of Conservation 
Te Ara – The Encyclopedia of New  Zealand  
ARKive (Christopher  Parsons)  
Petrel Colony Tours  
HBW Alive 
 
Home  page 
Page family Procellariidae
     
Summary cards",1.0,1.0,1.0,,,,1.0,
62,140,Black petrel,Procellaria parkinsoni,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,black,,,46.0,48.0,680.0,720.0,,"n’s Petrel
Procellaria parkinsoni
Procallariiformes Order – Procellariidae Family
INTRODUCTION:
    The first  illustration of the Black Petrel was made by Sydney Parkinson during the James  Cook’s first trip to the Pacific in 1768. This species was first seen off the  New Zealand coasts. French, English and scientific names pay tribute to this  artist. 
    This petrel  is the smallest species of genus Procellaria. Often solitary at sea, it may  feed in small groups associated with marine mammals.  
    The small  population appears currently stable, but the species has restricted breeding  range and is threatened by the usual introduced predators. 
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  46 cm
    Wingspan:  112-123 cm
    Weight:  700 g
The adult  has sooty-black plumage with slightly darker head and neck. 
    On the  underwing, coverts and bases of primary flight feathers are paler and greyer. 
    The bill  is pale yellowish with greyer culmen and tip. The eyes are dark brown. Legs and  webbed feet are blackish. 
Both sexes  are similar, although the male has slightly larger wings and bill than female. 
    The juvenile  resembles adults with less yellowish bill, mostly tinged greyish, bluish or  pink.
The  Black Petrel is smaller and more slender than the White-chinned Petrel (P. aequinoctialis), and very similar to the Westland Petrel (P. westlandica),  although the Black Petrel has slightly smaller bill and narrower wings.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
New Zealand birds and birding (Narena Olliver)  
New Zealand bird status between 2008  and 2012 
Department of Conservation 
Te Ara – The Encyclopedia of New  Zealand  
Tiritiri Matangi Open Sanctuary 
Ocean Wanderers ""Ride the  Wave"" 
Wikipedia, the free encyclopaedia 
HBW Alive 
 
Home  page 
Page family Procellariidae
     
Summary cards",1.0,1.0,1.0,,,,1.0,
63,141,Grey petrel,Procellaria cinerea,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,brown-grey,white,,48.0,50.0,760.0,1520.0,,"cinerea
Procellariiformes Order – Procellariidae Family
INTRODUCTION:
    The Grey  Petrel has circumpolar distribution and occurs on several subantarctic islands  during the breeding season. Like other petrels, it breeds in colonies and nests  in burrows. It is marine and pelagic, and returns to islands only for breeding. 
    It forages  in the open sea by diving, and can reach depths of 10 metres. It uses its wings  for swimming underwater. It is attracted by fishing boats where it is  threatened by baited fish hooks. 
    Mammal predators  on breeding islands are responsible for declines, and this species is currently  listed as Near Threatened.  
DESCRIPTION OF THE BIRD: 
Biometrics:
    Length:  48-50 cm
    Wingspan:  115-130 cm
    Weight:  760-1520 g
The adult  is a heavy-bodied seabird with narrow, long wings and ashy-grey plumage above  and white below. 
    The head  is dark grey to brownish-grey, but nape and upperparts are paler, slightly  darker on the upperwing, and even more on the tail. The upperparts show  slightly scaled pattern at close range.
    On the  underparts, the underwing is dark grey to brownish-grey, including the  axillaries. The wedge-shaped tail is grey. Rest of underparts is whitish, but  thighs and undertail-coverts may show some brownish-grey tinge. 
The head  may appear hooded sometimes, according to the distance and the light. 
    The stout  bill varies from greenish to yellowish or grey, but it is mostly ivory with blackish  culmen. The eyes are dark brown. Legs and webbed feet are fleshy-grey, darker  outside and with yellowish webs. 
Male and  female have similar plumage, but the male is slightly larger overall. 
    The juvenile  resembles adults.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A  Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett  Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
Avibase (Denis Lepage) 
BirdLife International 
HBW Alive 
Department of Conservation 

Are grey petrels returning to  Campbell Island? Survey and census 14 years after rodent eradication 
Birds  in Danger – Australia’s threatened birds
Species Conservation Summary – Grey  Petrel 
ARKive (Christopher Parsons)  
New Zealand Birds Online  
New Zealand birds and birding (Narena Olliver)  
Wikipedia, the free  encyclopaedia
 
Home  page
Page family Procellariidae
     
Summary cards",1.0,1.0,,,,1.0,1.0,1.0
64,144,Wedge-tailed shearwater,Ardenna pacifica,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,grey-brown,,,41.0,46.0,320.0,510.0,http://www.xeno-canto.org/species/Puffinus-pacificus,"Wedge-tailed Shearwater is a pelagic seabird, which is  polymorphic with two phases of plumage: light and dark. 
    Wedge-tailed Shearwater is the largest of tropical  shearwaters.","Wedge-tailed Shearwater feeds mainly on fish, squid  and crustaceans. It feeds during the day, singly or in mixed flocks.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep  del Hoyo-Andrew  Elliot-Jordi Sargatal - Lynx Edicions - ISBN:  8487334105
Avibase (Lepage Denis) 
All About Birds (Cornell Lab of Ornithology) 
New Zealand birds and birding (Narena Olliver) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
What Bird-The ultimate Bird Guide (Mitchell Waite)",1.0,1.0,1.0,,1.0,1.0,1.0,1.0
65,146,Flesh-footed shearwater,Ardenna carneipes,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,black,,,41.0,48.0,535.0,765.0,,"Biometrics: 
    Length: 41-48 cm
    Wingspan: 99-116 cm
    Weight: 535-765 g",,"HANDBOOK OF THE BIRDS OF THE WORLD vol 1 by Josep del  Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions  - ISBN: 8487334105
A Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett Jarrett - Edited by Guy M.  Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
Avibase (Lepage Denis)  
BirdLife International (BirdLife International)  
New Zealand Birds Online  
Department of Sustainability,  Environment, Water, Population and Communities 
Bird Web (Seattle Audubon Society)  
Birds in backyards (Birds Australia  and Australian Museum) 
What Bird-The ultimate Bird Guide (Mitchell  Waite)  
Wikipedia, the free encyclopaedia 
HBW Alive",1.0,1.0,1.0,,,1.0,1.0,1.0
66,147,Pink-footed shearwater,Ardenna creatopus,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,brown,,,45.0,48.0,580.0,900.0,,"Biometrics: 
    Length:  45-48 cm
    Wingspan:  109-115 cm
    Weight:  580-900 g
The Pink-footed  Shearwater is a large, brown and white seabird with long, slender wings. It has  greyish-brown upperparts with darker head and neck, flight-feathers and tail. 
    The underparts  are white, with dark grey trailing edge on the underwing, broader at wing tip. Throat,  body sides and lower belly are variably marked with greyish. 
    The head  is grey-brown to below the eye. 
    Some birds  are darker (0,1% of population) and have much darker underwing, head, neck and  breast sides, contrasting with the white belly. 
    The palest  individuals show whiter underwing. 
    The bill  is pinkish to flesh-coloured, with dark-grey tip and sometimes culmen too. The  eyes are dark brown. Legs and webbed feet are pink, with sometimes greyish  outer toes.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
Avibase (Denis Lepage) 
BirdLife International 
HBW Alive 
ARKive (Christopher Parsons)  
Birding Information 
AVIBIRDS.COM 
What Bird-The ultimate Bird Guide  (Mitchell Waite)  
Audubon 
Bird Web (Seattle Audubon Society)  
New Zealand Birds Online  
Ocean  Wanderers ""Ride the Wave"" 
American Bird Conservancy",,1.0,,,,,,
67,148,Great shearwater,Ardenna gravis,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,black,brown,white,43.0,51.0,810.0,850.0,,"Biometrics:
    Length:  47 cm
    Wingspan:  100-118 cm
    Weight:  830 g
The adult  has greyish-brown upperparts with pale-edged feathers involving scaled effect. The  uppertail-coverts are white and form a white crescent at base of the tail. The rectrices  are darker brown.
    The underparts  are white, but there is a variable, weak, brownish patch on belly, sometimes  mottled. On the underwing, the flight-feathers have dark greyish tips forming a  conspicuous trailing edge, usually broader at wing tip. The bases of the flight  feathers and most of coverts are white. A variable dark pattern is visible on  axillaries and at leading edge, formed by dark stripes and spots on lesser and  median underwing-coverts. 
On the  head, the crown to gape-level and back to the nape is sooty-brown, contrasting  strongly with a conspicuous white collar (it can be incomplete at hindneck). The  bird can show a partial or complete whitish eyering. 
    The bill  is blackish-grey. The eyes are dark brown. Legs and webbed feet are pink, with blackish  outer side of tarsus and outer toe.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A  Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett  Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
THE  HANDBOOK OF BIRD IDENTIFICATION FOR EUROPE AND THE WESTERN PALEARCTIC by Mark Beaman, Steve Madge - C.  Helm - ISBN: 0713639601
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
AVIBIRDS.COM 
Animal Diversity Web (University of  Michigan Museum of Zoology)  
Audubon 
What Bird-The ultimate Bird Guide (Mitchell  Waite)  
Wikipedia, the free  encyclopaedia 
HBW Alive 
 
Home  page 
Page family Procellariidae
Summary Cards",1.0,1.0,,,,1.0,1.0,1.0
68,149,Sooty shearwater,Ardenna grisea,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,black,,,40.0,46.0,650.0,950.0,,"Biometrics:
    Length:  40-46 cm
    Wingspan:  94-105 cm
    Weight:  650-950 g
The adult  is dark with narrow pointed wings showing a conspicuous whitish area on the  underwing. The plumage is sooty-brown overall, to dark greyish in fresh  plumage, but head, primaries and tail are darker. The scapulars may show scaly  pattern.
    On the  underparts, chin and upperthroat are slightly paler than upperparts, like the  rest of underparts form the upperbreast. On the underwing, we can see a white  area on most underwing-coverts, whereas the flight feathers are dark greyish  with paler primary bases. The axillaries are blackish. 
On the  dark sooty-brown head, the bill is brownish-grey to dark grey. The eyes are  dark brown. Legs and webbed feet are dull pinkish-flesh to greyish, with dusky  outer side of tarsus and outer toe. 
Male and  female are similar. 
    The juvenile  resembles adults.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A  Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett  Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
ARKive (Christopher Parsons)  
Department of Sustainability,  Environment, Water, Population and Communities 
Wikipedia, the free encyclopaedia 
Audubon 
Bird Web (Seattle Audubon Society)  
New Zealand birds and birding (Narena Olliver)  
Ocean Wanderers ""Ride the  Wave"" 
What Bird-The ultimate Bird Guide  (Mitchell Waite)  
Terra nature 
Alaska Seabird Information Series 
HBW Alive 
 
Home  page 
Page family Procellariidae
Summary Cards",1.0,1.0,1.0,,,1.0,1.0,1.0
69,159,Little shearwater,Puffinus assimilis,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,black,white,,25.0,30.0,140.0,275.0,,"nus assimilis
Procellariiformes Order – Procellariidae Family
INTRODUCTION:
    The Little  Shearwater is the smallest species of all shearwaters with a length of 28  centimetres. Formerly, this species had several subspecies spread over the wide  range, but now, only five subspecies are recognized. 
    It is fairly  sedentary and more aquatic in its feeding behaviour, involving short, broad wings  and stocky body. 
    The Little  Shearwater is threatened by introduced mammal predators on the breeding grounds,  but today, several islands are predator-free. Degradation of the habitat and human  disturbance, with in addition erosion of sand dunes that destroy the nesting  burrows, make the species at risk in some parts of the range. 
DESCRIPTION OF THE BIRD: 
Biometrics:
    Length:  28 cm (25-30 cm)
    Wingspan:  58-67 cm
    Weight:  140-275 g
The adult  of nominate race has dark, almost black upperparts, including head, upperwing  and tail. The hindneck may appear paler. 
    The underparts  are white but we can see a narrow black margin on the underwing. The white of  the underparts extends upwards to the sides of the rump. 
    On the  head, face and narrow supercilium are white, whereas the eye’s area shows dark  spotting in front of the eye and on the upper ear-coverts. The sides of lower  neck and upper breast are dark grey with some white flecking. 
    The bill  is blackish with blue-grey base. The eyes are dark brown. Legs and webbed feet  are bluish with some blackish on the outer side of the tarsus and outer toe,  and mostly pinkish webs. 
    Male and  female are similar, but the female has shorter tail. 
    The juvenile  resembles adults.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A  Complete Guide to Antarctic Wildlife by Hadoram Shirihai and Illustrated by Brett  Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy, Finland - ISBN 9519894705
Avibase (Denis Lepage) 
BirdLife International 
IUCN Redlist -Puffinus assimilis  
HBW Alive 
New Zealand Birds Online  
Wikipedia, the free encyclopaedia 
Department of Sustainability,  Environment, Water, Population and Communities 
AVIBIRDS.COM 
Ocean  Wanderers ""Ride the Wave""",1.0,1.0,1.0,,,1.0,1.0,1.0
70,161,Kerguelen petrel,Lugensa brevirostris,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,black,,,33.0,36.0,320.0,350.0,,"Petrel is highly pelagic and occurs in Southern Ocean. It breeds on several  subantarctic islands including Gough, Prince Edward, Marion, Crozet and  Kerguelen Islands, and probably Tristan da Cunha. 
HABITAT: 
    The Kerguelen  Petrel breeds in colonies established near the sea on flat or gently sloped  tundra, or on slopes covered with tussock grass. It nests in self-excavated  burrow. 
    Outside the  breeding season, it is marine and pelagic, and occurs mainly in cold waters. 
CALLS AND SONGS: 
    The Kerguelen  Petrel is usually silent at sea where it is often solitary. At colonies, this  species is relatively quiet, only giving wheezy “chee-chee-chay” while flying  over the burrows. Some higher-pitched, more drawn-our sounds can be heard too.
BEHAVIOUR IN THE WILD: 
    The Kerguelen  Petrel feeds mainly on squid (Gonatus antarcticus), some fish and crustaceans,  especially krill of genus Euphausia, and cephalopods. 
    Squid is  caught at night by surface-seizing, but it also performs dipping and surface-plunging.  It may associate with cetaceans that lead the preys close to the surface.
It is  usually solitary at sea, but it may take part to exuberant chases if numerous seabirds  are present. However, small groups of 4-5 birds congregate at food sources. It shows  little interest in ships. 
    When feeding  in open waters around Antarctica, it can be seen with Cape Petrel, Blue Petrel and Antarctic Prion.   
The Kerguelen  Petrel is nocturnal at colonies, although it may sometimes visit them by day. They  are monogamous. They breed in colonies and only defend the burrow. The laying occurs  in October, after a pre-laying exodus of four weeks in September. 
The Kerguelen  Petrel adults may visit the colonies all year round. They frequent subantarctic  and Antarctic waters S to pack ice throughout the year. 
    It disperses  widely S through Southern Ocean N to 40°S, sometimes to South Africa, Australia  and New Zealand. It may occasionally disperse as far as the Falklands and South  Georgia. 
The Kerguelen  Petrel performs a spectacular fast flight in strong winds, often in high  sweeping arcs and long glides. It may hover in Falco-like fashion at 20-30  metres above the water. 
DESCRIPTION OF THE BIRD: 
    The breeding  season takes place between August and January/February, with the egg-laying in  October.   
    The Kerguelen  Petrel breeds colonially on tussock-covered slopes with soft, wet soil in which  it digs the long burrow (0,80-2,80 metres) lined with vegetation. The entrance is  sheltered by tussock grass from strong winds. 
The female  lays a single white egg. The incubation lasts 46-51 days, shared by both adults  in long stints of 10-15 days. 
    At hatching,  the chick is covered with sooty-brown down. It is brooded for the first two  days. Both parents feed it and it fledges about 59-62 days after hatching. 
    This species  produces a single brood per season.
PROTECTION / THREATS / STATUS: 
    The Kerguelen  Petrel has wide range in which it is abundant. There is extensive predation by  rats and cats in Crozet Islands, whereas skuas and dogs take some birds at Gough and Tristan da Cunha.
    The global  population was estimated at about 1,000,000 individuals in 2004, and appears to  be stable.
    The Kerguelen  Petrel is currently evaluated as Least Concern.",,"HANDBOOK OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew  Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A Complete Guide to Antarctic Wildlife by Hadoram Shirihai and  Illustrated by Brett Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy,  Finland - ISBN 9519894705
Avibase (Lepage Denis)  
BirdLife International (BirdLife International)  
Department of Sustainability,  Environment, Water, Population and Communities 
New Zealand Birds Online  
AVIBIRDS.COM 
Wikipedia, the free encyclopaedia 
HBW Alive 
A new genus for the Kerguelen Petrel  by Storrs L. Olson",1.0,1.0,1.0,,,1.0,1.0,1.0
71,166,Soft-plumaged petrel,Pterodroma mollis,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,grey,white,,32.0,37.0,250.0,380.0,,"Biometrics: 
    Length:  35 cm
    Wingspan:  83-95 cm
    Weight:  250-380 g
The adult  has brownish-grey upperparts from head to tail, with a dark, variable, M-shaped  pattern across upperparts and upperwings. Usually, the upperwings appear  darker. The tail is often paler on outer rectrices. 
    The underparts  are white, including chin and throat. We can see a variable conspicuous grey  breast band. The underwing may show sometimes an indistinct greyish wash at  base of primaries, but it usually appears rather dark greyish and fairly  uniform.
The head  is dark grey with conspicuous white cheeks, chin and throat. The grey forehead  is speckled white. We can see a prominent blackish eye patch contrasting with  the whitish sides of the forehead. 
    The bill  is black. The eyes are blackish. Legs and webbed feet are pinkish with dark  tips to toes.",,"HANDBOOK OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew  Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
A Complete Guide to Antarctic Wildlife by Hadoram Shirihai and  Illustrated by Brett Jarrett - Edited by Guy M. Kirwan - ALUL.A Press Oy,  Finland - ISBN 9519894705
Avibase (Lepage Denis)  
BirdLife International (BirdLife International)  
Department of Sustainability, Environment,  Water, Population and Communities 
New Zealand Birds Online  
New Zealand birds and birding (Narena Olliver)  
AVIBIRDS.COM 
HBW Alive",1.0,1.0,1.0,,,1.0,1.0,1.0
72,167,White-headed petrel,Pterodroma lessonii,"Fulmars, petrels and shearwaters",Procellariiformes,Procellariidae,grey,white,,40.0,46.0,580.0,800.0,,"rodroma lessonii
Procellariiformes Order – Procellariidae  Family
INTRODUCTION:
    The  White-headed Petrel is a member of Pterodroma genus which includes the seabirds  known as “gadfly petrels”. This name is related to the high soaring flight at  sea performed by these birds. 
    This  species has distant feeding grounds and this flight allow it to travel long  distances from land. It is strictly nocturnal when breeding, in order to avoid  predation by the Brown Skua (Stercorarius antarcticus). 
DESCRIPTION OF THE BIRD:
Biometrics: 
    Length:  40-46 cm
    Wingspan:  109 cm
    Weight:  580-800 g
The  adult is grey and white. The upperparts are pale grey, with darker grey  upperwing. Head, rump and tail are whitish. 
    The  underparts are white, contrasting with the dark underwing. 
    The head  is white with conspicuous dark eye patch and partial grey collar. 
    The bill  is black. The eyes are dark brown. Legs and webbed feet are pinkish-white with  black patches on toes. 
    Both  sexes are similar, and the juvenile resembles adults.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
New Zealand birds and birding (Narena Olliver)  
HBW Alive 
PLANETOFBIRDS.COM 
 
Home  page 
Page family Procellariidae
Summary  cards",1.0,1.0,1.0,,,1.0,1.0,1.0
